,date,review_text,rating_score,is_edited,username,title_text,country
10,2022-01-05 17:43:09,"It is good to see new functionalities in the Figma app. However, the double tap bug still persist in the prototype view. Every tap is registered as a double tap. When the tap heat map are located at the same place in multiple pages, it skips to the second page. This is a major bug that needs to be fixed ASAP. This bug has been on Figma since 2018.",3,False,Sungbylee,Great update but it still has the same bug,us
11,2022-08-04 15:41:09,"Right now my only comment would be to move or give me the option to move the control bar from the bottom to the right or left vertically. When using the apple pen, I keep accidentally changing tools with the base of my hand. If the option exists, I haven't been able to find it yet.",4,False,kgeer,Loving it so far,us
12,2021-12-13 08:06:16,"I love the app, I just have one concern… with ltest update when using long press menu opens up, but with that gestures like: “touch down” or “while pressing” that were used in figma prototype doesn’t work because now menu opens up…",5,False,schmeagol6,Latest update,us
13,2022-06-28 00:38:14,"I log into different accounts on Figma, one for work, two for another clients and one for personal use. However on this mobile app, I can’t switch between profiles. I need to log out and login with a different profile which is a real hassle!

Why can’t Figma mobile my allow me to switch logging profiles?",3,False,ΛS|•|,No support for multiple accounts,us
14,2022-09-19 01:45:42,"I’ve never been more upset with an app. Why does my Apple Pencil work perfectly on other apps, but this one is SO BUGGY. Sometimes it will let me drag a shape with the pencil, then it will completely ignore the pencil as if it doesn’t exist. THEN it will not let me type into the shape or sticky. Even the pen tool doesn’t work, it just makes a bunch of random marks?!? The most infuriating. Would have been better for this app to not exist than bring my hopes up about working on my iPad.",1,False,Joweezie,Upsetting,us
15,2022-03-19 13:55:42,"When I check out this app in the beginning I didn’t understand it completely, but investing some time in it and it blows my mind! Powerful and simple, now is the standard place when I start my projects.",5,False,StonePiedra,Best UX ever,us
16,2022-12-16 01:25:07,"I don’t understand why there is no functionality to edit files in the Figma app. I can open Figma in a web browser on my iPad and make edits there, but that’s more of a hassle than just being able to use the app. I don’t view prototypes or use figjam as often, so the app is kind of useless as it is now.",3,False,vlpage,Why can’t I edit in the app?,us
17,2022-11-07 14:57:05,"For mobile app, it would be useful to change sharing permissions. Use case: I am away from my computer and get an email from a client saying they can’t view my design. It would be great to be able to add them as a viewer without going to my computer.",3,False,Hilifono,Can’t change sharing permissions,us
18,2022-10-10 16:46:29,"The iOS experience with this app is about as non-intuitive as any app can be. View a project and there is literally no button or pop up control to exit that view - so it needs to be hard shut down. Try and zoom in on an active project, and the whole view is scrambled during zooming. Hopefully the experience and menu’ing can be improved.",2,False,Wedgelence,Very problematic app,us
19,2022-10-27 13:44:55,"I want to have my mobile designs displaying on my phone so that I can design & see how it looks on a device… but the app is constantly reloading and switching to the first flow starting point every 30 seconds. If it has to reload, that’s fine, but at least stay on the flow starting point that I’ve already specified. Great idea but too buggy to use yet.",2,False,chhrys,Unhelpful,us
20,2021-12-15 18:15:40,So convenient to be able to mirror screen on a real device. Loving the new update and looking forward to playing around with it.,5,False,Flowerpwr298,Love the new update!!,us
21,2022-05-08 18:19:15,I love that fig jam has come to iPad it’s really amazing I think the only glitch is that there needs to be a better pen. It’s very lowfi when you first write and then it smooth out. Would love to have it as smooth as goodnotes or something else,4,False,Charlie 7586,Just needs better pen,us
22,2022-04-01 15:34:56,"I want to love this app, because I love Figma and the care they usually taken in product development. This app often crashes or gets frozen when I try to mirror my designs. It’s hard to understand how we still can’t make mirroring a fast and stable experience.",3,False,Javier45794,Mirroring is slow or broken,us
23,2022-10-13 13:48:35,The main reason people may want to use the app is to quickly invite people to documents away from their computer. Also who actually finds sorting by recent more helpful from a conceptual standpoint then a folder structure. Figma you keep doing all of the wrong things perfectly.,1,False,geoff2711111111,Can’t share documents/folder structure non-existent and sorts files by “recent” which is useless,us
24,2022-10-04 22:47:04,"It loses connection, I have to restart the app every few minutes, etc.

But Figma is life so take your 5 stars <3",5,False,ChefBoyardeeeee,"5 stars for Figma the company, but this mirror app is buggy.",us
25,2022-10-14 13:55:44,"Made a lot of really great dynamic components that work on computer but as soon as you load it in the app they no longer work. Worked literally yesterday, including animations and dynamic button states with animations, but doesn't work today. Huge disappointment and now requires us to either demonstrate a mobile app on a laptop or use a third party app to demo",1,False,Xxmixedxtapexx,Latest Update Breaks Dynamic Components,us
26,2021-12-06 20:07:56,Latest update is quite helpful,5,False,Isaac Goldberg,Great to be able to browse on mobile,us
27,2022-11-08 00:21:23,Everything about the experience is great but I feel a slight lag when I”m in drawing mode that I do not feel using other drawing apps.,4,False,joseph.sc.luk,"Very impressive, but wish pencil experience is smoother",us
28,2021-12-09 19:49:46,"Congratulations to the team on their release! The app looks and works great, highly recommend for designers.",5,False,alexa.devita,Awesome app! Highly recommend,us
29,2022-09-16 22:35:23,"Recently I’m not able to move around in files or draw with the Apple Pencil. It works once a blue moon. I’m able to tap on comments, and switch tools but actual panning doesn’t work.",3,False,Velrethar,Unable to move in files,us
30,2022-06-27 01:32:19,"I like the Figma desktop app but the mobile version is limited. I can’t edit sharing options (e.g., can edit, can view, etc.) and I also can’t use the plugins that I have on the desktop app.",3,False,Brandi Hess,Limited Sharing Options and Plugins,us
31,2022-11-04 16:40:46,Mirror mode always locks up and stops refreshing. Especially if you navigate away for any reason and come back. You have to back out of mirror mode and renter it again.,3,False,Peakok,The app works. Kinda. Sometimes.,us
32,2022-08-14 16:25:54,"For the most part, this app does its job with its native diagrams. However, if any diagrams have images (pasted in) as part of them, the app tends to make them invisible when zooming in. Therefore, it becomes pretty unusable unless you are solely dealing with the built in boxes, drawings, etc.",2,False,wdphilli,Images Do Not Work Well,us
33,2022-09-23 14:04:47,"It’s really an brilliant idea to empower a home cooking going commercial , it promote the authenticity and originality of home cooked meal available now commercial, who so ever designed it bravo 👏…",5,False,rehanrana,Great idea,us
34,2023-01-05 01:34:00,"I was expecting an editor in the device as well as a way to view my projects, however was only able to view them. Wish that was a feature.",3,False,Eldr1tchTech,Good (ig),us
35,2022-12-09 19:23:28,"The fact we can’t edit on the go even on an iPad which is MADE for working on the go makes this app really useless. I can comment and play prototypes, but if I can’t even do basic things like replacing images or adding text, what’s the point of this but clogging up extra storage on my device?",1,False,Mailiflower,Pretty Useless,us
36,2022-03-20 01:43:24,"I love Figma for desktop (Mac) but it needs more improvement for iPad. Figjam not only couldn’t save my work, but when I went to another screen and came back, all the work I did for the past 40 minutes was gone! Super frustrating.",2,False,Shellie Michelle,Figma and FigJam for IPad needs work,us
37,2022-01-17 19:52:19,"The app is great, but I hate the fact that every time I open the app, it asks me to log in every single time. Just for that I don’t want to use the app and instead open the website.",3,False,Aeby713,Great app with one problem.,us
38,2022-05-23 14:19:22,"My desktop crashed suddenly so I’m having to finish some projects on my iPad. So far, this has only added to the stress of my situation. I thought having access to Figma on my other devices would provide continuity (I’ve never had to use Figma on other devices) but clearly not.",1,False,MeganTheWeasle,Confusing on the mobile app,us
39,2022-11-19 14:20:02,"This review is about how Figma works on the ipad Pro. 

I was totally excited to find out that Figma was finally available for the ipad to turn around and notice that it really doesnt do much. :( 

I was hoping that they would make use of the pen technology to include sketching or that they even allowed wireframing. Sadly its more like a presentation tool on the ipad. :(",1,False,Mad User 2020,Figma Ipad Pro,us
40,2022-03-15 00:16:43,"I may be biased, but I love using FigJam on iPad! Plus being able to view files once on the go is pretty handy as well.",5,False,robbye91,FigJam is amazing!,us
41,2021-12-10 12:22:50,Thank you for the update! The usability of the app is night and day from what it was 🎉🎉🎉,5,False,J-H71,Massive Improvement!,us
42,2022-10-17 12:15:43,Seriously after this many years still no iPad app? This company makes hundreds of millions of dollars a year but like many companies has taken the path of having a subpar web browser wrapper as a desktop app and a useless iPad app that doesn’t allow editing of projects.,1,False,grizzlybeardev,Needs an iPad app,us
43,2022-03-06 01:43:34,"Their previous Mirror app was perfect. No bugs, worked sinoly exactly as intended. Then they changed it to this version and I've just hit roadbump after roadbump. Considering it's an app used by UXers it's developmental roadmap has been hot garbage. I can't believe I can't even log in.",2,False,naerial,Textbook case of what not to do,us
44,2022-01-11 03:00:25,"Great app and all but, it always make me login manually, once I closed the app. And it has started to get annoying now.",4,False,n1nty3,Always needs to login,us
45,2022-09-24 10:13:48,"Maybe it's because I updated my phone recently, but my first and only interaction with this app is that I literally can't login. Correct credentials returns you to the login page again. Maybe you should use your software to prototype something that actually works.",1,False,Ianisme9,Actually Unusable,us
46,2022-03-29 14:21:43,Please make the loading faster to show the art boards. and this will be the best app in the world.,5,False,yellllllllllllllllllllo,Great one!,us
47,2022-04-15 06:28:06,Figma is clearly desktop focused. However if your going to make a mobile/tablet app the least you could do is make it so you can past and move some things around…,2,False,someguy814,Not made for mobile,us
48,2022-08-29 20:03:45,Really enjoying the view of my mobile prototypes on my phone through the figma app 😻😻,5,False,NathanielKings,P,us
49,2022-09-06 02:16:11,"The on boarding process has way too many slides, the modern user doesn’t have that much time to learn an app, most of us are in data/design- assume that we know. If customer is not  in data/design… we should  definitely not have that many to read.",1,False,glasslunch,Onboarding,us
50,2022-04-21 00:19:50,Much improved over the older versions,5,False,APhehe,Yes,us
51,2022-05-28 01:05:30,"Although there are some tools to support element resizing, true responsive and / or breakpoint support just doesn’t exist. They need to make this top priority as EditorX is going to leave them behind.",3,False,shhshdjiekxdnsm,Breakpoint support is poor,us
52,2022-12-30 02:48:29,"Nor does it work propoerly on the iPad browsers including Safari, chrome, brave and Firefox.

The folio case trackpad zoom is not supported in browser. cmd +  mouse wheel scroll does nothing. This app wont allow you to edit files. Basically YOU CANNOT USE FIGMA TO DESIGN ANYTHING ON IPAD either on the browser or in this app.",1,False,PratyushTewari,Does not support editing,us
53,2022-03-12 13:32:42,"Guys, what did you do? It was fine a few months ago, but now it's pretty much impossible to use.",3,False,nick_perepech,It has almost become unusable,us
54,2023-01-13 17:45:16,great software but has a ways to go. components are very unintuitive to manipulate and control states and variations .  scroll vs fixed layers also causes major slow downs when copying and pasting - poor tool for conceptual design but great for prototyping. uxpin although not as well known has many legs up on figma for particular aspects. figma mobile app also always loads slow and claims files are too big for it.,2,False,Gambitx3x,“files too big for this device”,us
55,2022-01-08 19:50:51,"We’ve  been waiting so long (like too long) for this kind of update. But it so frustrating. Files opening time increased in like 3 times, I’m unavailable to open any than the first frame for mirroring and the app itself became really slow and low FPS",1,False,плин для посуду,Bad update,us
56,2022-04-13 09:07:42,Love the app. Sometimes the screen goes black and stop responding please fix this :),5,False,gijoeaway,Great,us
57,2021-12-16 16:00:39,"Mirror works maybe 50% of the time. It’s worse after the latest update. Most of the time I have to completely shut down Figma on my mac, and restart the app to get mirror to work.",2,False,Super Randy,Good when it works,us
58,2022-10-25 02:20:55,"It really bums me out that Figma only lets me actually interact with FigJam on my iPad. What i really want is to design from my iPad Pro. Figma if you’re reading this, please bring the designer to iPadOS. As it stands, this app isn’t really useful to me.",2,False,joshmwalz,I don’t want Figjam. I want to design on my iPad!,us
59,2022-07-01 18:24:02,"I like the fact that I can use my iPad but when I use my pencil on this app compared to OneNote, there is way more latency and I’m not able to use it as cleanly",3,False,Sharataka,Latency,us
60,2022-07-24 15:39:05,Amazing tool!,5,False,Guillete,Cant leave home without it!,us
61,2022-06-17 17:56:19,"This might be useful for managers reviewing designs or selling a completed design to clients, but even the rosiest copy won’t turn this into a design tool. It would get a 5 star review if it was called “Figma Viewer” but calling it Figma is flat out wrong. Waste of time.",2,False,andythechef,Misnamed: should be Figma Viewer,us
62,2022-08-01 17:21:41,I want to chill on my phone and put images and use basic figjam functions like notes,3,False,!mooser4000,You cant edit figjam,us
63,2022-10-13 15:52:23,I loved being able to see my prototype on phone. For months now the feature has not worked so the app has become useless to me,1,False,Big Tony B 123,Stopped using when the mirror feature broke,us
64,2022-06-28 20:50:07,Please cross check all linked apps before pushing updates out. Can no longer mirror my designs on my phone which is critical to my workflow. Looking forward to a fix soon!,2,False,FTTSt2006,Lates update broke Figma Mirror,us
65,2022-10-06 20:28:39,"I’ve used a lot of them (Adobe, Axure, Sketch) nothing close to Figma!",5,False,StageRight,Best Application ever,us
66,2023-01-25 01:35:02,"It’s decent, a way to access the community would be nice",3,False,JacobofSilverTree,Definitely a mobile app,us
67,2022-09-20 21:44:48,In Figjam it allows you to select tools but won’t let you draw on the stage. Still waiting for a unified tool that allows me to sketch right into a Figma file.,2,False,Dmcguy,Apple Pencil doesn’t work,us
68,2022-07-02 14:51:53,"I’m enjoying the app. Easy to learn, design, prototype and share.",5,False,Colombiano0302,I love Figma,us
69,2022-08-17 20:38:56,Very limited functionality. Can’t use stylist let alone create anything with an iPad Pro. So much potential if Figma team prioritized mobile hardware. Currently only good for reviewing and making notes within Figjam😭.,1,False,Dana D 2022,WORTHLESS ON MOBILE / IPAD,us
70,2022-04-05 10:38:59,Great app. Easy to used and creating project. I recommended.,5,False,RyanNguyen9988,Figma,us
71,2022-05-18 18:37:07,Please implement a full-size keyboard in figjam and tabs so I can easily switch between projects.,3,False,veggiesonly,Tabs and Full Keyboard,us
72,2022-07-28 04:34:44,Integrates beautifully with desktop app,5,False,Felimez.gope,Great workflow,us
73,2022-03-17 23:53:50,The error says it all. Unusable. File size is tiny. Maybe 40 elements. Small.,2,False,writer753,File too big for this device,us
74,2022-10-25 03:26:26,That’s what all iPad users need !,4,False,Bradly95,Edit design files?,us
75,2022-05-26 16:38:04,App is crashing a lot and the previews often just show a blank screen.,2,False,Robustar1,New User,us
76,2022-04-01 19:50:52,"Whole reason I downloaded the app, to review comments on the go, and they don’t load. 😐",2,False,HighWindows,No Comments in FigJam,us
77,2022-11-07 05:11:30,"I am not able to get the content to load, hard to see comments",1,False,Nineemuggins,Content not populating,us
78,2022-08-07 11:03:48,Not sure what’s the point of the iPad app. It’s also very confusing. I can’t edit Figma files - only view them?,1,False,graphikeye,Can’t really do anything with this app,us
79,2022-05-09 21:54:26,"The app doesn’t work 
I have to log on through your site…like how does that make sense!!!!!!!!
It’s just showing drafts 
Nothing can be edited",1,False,just rayo,The app,us
80,2022-08-25 20:01:30,Super easy to use! I love it!,5,False,ypyolso17385,So amazing!,us
81,2022-10-26 00:52:35,Recently installed an update for this app. Now crashes when trying to run simple prototype.,1,False,tutto fashad,Crashes,us
82,2022-11-10 05:53:21,Images can’t load properly…plz fix this…,1,False,shawon Kaku,Image Loading Problem,us
83,2022-05-18 11:55:17,I really like this tool,5,False,KeithKarr,Diggin Figma,us
84,2022-10-24 23:48:49,Confusing how to move files across teams!,1,False,ghostantaniyeh,Moving files,us
85,2022-02-24 23:15:17,Extremely glitchy - I have a phone recording if you’d like to see what was happening,1,False,Abi Olmstead,Glitchy,us
86,2022-06-10 12:55:04,This app is really terrible on mobile iOS 13pro. It freezes frequently. Developers take note.,1,False,nash gadre,Garbage,us
87,2022-07-17 20:30:19,Poorly optimized for mobile,1,False,james ellis stark,Poorly optimized for mobile,us
88,2022-05-17 16:49:05,Best app for prototyping,5,False,sourov007,Best,us
89,2022-04-28 04:00:40,Doesn’t load.,1,False,Juanchiisafk,Gets stuck on the logo splash page.,us
90,2022-11-08 18:19:13,"Yeah yeah, I prob need a newer machine, but it still should not be laggy🤔",2,False,Guandoge,Slow for iPad Pro gen 1,us
91,2022-07-08 17:30:28,This app is a nice viewing tool but you can’t actually do any work with it.,1,False,Max-timbal,Just a viewer,us
92,2022-05-20 17:23:55,"- Can’t comment/annotate on M1 iPad Pro 
- once I hit the preview/play, can’t exit from it - have to kill app
- from preview/play, can’t display menu with cmd+\, even if I enter the combo twice as instructed.
- can’t open menu with cmd+\ from regular page view

Unusable",1,False,Salehdidit,Awful Awful App,us
93,2022-10-05 13:49:13,Yep,2,False,a123d5no name available,App crashes a lot with large files,us
94,2022-11-30 06:19:52,"I love the desktop version, it’s an amazing software….but mobile? TERRIBLE! It’s sooo buggy it’s ridiculous 🚩🚩",1,False,Jayy👌,WEB vs MOBILE,us
95,2022-10-29 23:17:07,It dose not work on I phone. It keeps crashing,1,False,Knifette,App crashes on I phone,us
96,2022-08-11 10:11:39,Dont work properly,2,False,RezoTinder,Dont work,us
97,2022-06-11 01:26:40,Love it on Desktop. On desktop it seems like its just a Viewer. Not an editor.,1,False,MoFeliz,iPad Experience,us
98,2022-10-22 22:59:19,i love figma unfortunately the ios version is now where near as capable as online.,1,False,claflinw,mobile app now where near the desktop,us
99,2022-04-23 21:56:41,Useless Garbage.,1,False,T I A G O,Don’t waste your time.,us
100,2022-07-09 13:30:52,Best app for designing prototypes,5,False,fjidbwksojdbekeod,UX designer,us
101,2020-03-02 22:30:27,"I’ve used a lot of these types of apps over the years. One issue they all seem to have is connecting quickly and staying connected; Sketch mirror is particularly bad in this regard. 

Somehow, Figma mirror doesn’t seem to have this problem. It connects effortlessly, stays connected without hiccups, and reflects updates in near-real time. I haven’t tried to use it with any prototypes, so I can’t comment on that part. 

My only complaint is that for some reason, the developers decided to make “tap” actions move from artboard to artboard, rather than swipes. It’s super accident prone and infuriating, and I accidentally invoke it constantly while simply scrolling.",5,False,jeffreynolds,Connects better than most,us
102,2022-03-08 22:31:03,Figma mirror is by far the worst part of figma. Terrible.,3,False,Bbg123,Figma mirror stinks,us
103,2022-03-15 14:10:25,please add sign in with apple support,2,False,punkkoala,no sign in with apple?,us
104,2021-11-24 06:42:35,"Works well, once you figure out how to use it. Agree with other comments that I expected to be able to open and list Figma files to then browse here, without my laptop nearby.",5,False,ajdunn83,Helpful to view on device,us
105,2021-04-22 15:05:31,"I’m now going on a week of the app just not connecting, for some unknown reason. It’s on the same WiFi as my laptop, and was working great last week. One day it just stopped working. This has happened several times before. One day it will magically work again; no issues. I’ve tried restarting both my phone and laptop, turning off WiFi on both - nothing. I really want to love this app but it’s just too unreliable. Half of the time I have to figure out other ways to preview my work... and that kind of defeats the purpose of having this.",3,False,smitann66,"I want to love this app, but it’s so unreliable",us
106,2021-03-09 12:01:28,"This app does what it’s supposed to. If I have the desktop app open and I select a frame, it shows up on the mobile app. I guess this is useful for viewing sizes of elements in real time. 🤷🏻‍♀️

But for a robust web-based platform that supports prototyping and collaboration, I don’t understand why the app doesn’t provide access to Figma files and prototypes without having the file open on a desktop. It would be useful if users, stakeholders, managers, etc could use the app to view screens and prototype via a share link. But that’s not possible.",2,False,iehixon,"Does what it’s supposed to, but it’s pretty useless",us
107,2021-11-16 14:28:32,"This is the one area where Adobe XD far surpasses Figma. The Mirror app fails to render frames and freezes constantly. It also is a disappointment that you have to be connected to the same wifi network for it to work, which isn’t always possible in work environments. How about being able to connect via USB? In XD’s mirror app, you can still access all your prototypes under your account without having to be connected. What’s the point of logging into the Figma Mirror app if you can’t access all your projects?

Figma needs to spend some time on this.",1,False,.:ravenwood:.,Figma is the best prototyping tool. The Mirror app is a disappointment.,us
108,2020-07-31 22:25:55,"The app works so much better than viewing prototypes in a mobile browser, but it’s unfortunately not usable for remote user testing because you need to drive it from Figma on a desktop.

If it could open public prototype links, it would be much better for remote user testing native app designs, which look awful in Safari.

Two stars because it’s also quite buggy and often loses track of what you’re trying to look at, requiring a force quit/restart, but at least it’s not worse than Sketch Mirror.",2,False,Abcbcd,Would be great if it could open links,us
109,2020-04-13 01:03:04,"For you noobs out there, log in to your account on a computer and log in to your app. On your computer, open up a project. If you haven’t started one yet, click on “Back to Files” and you should see three Figma drafts already in your folder. Open one of those projects. 

Once opened, look to the left column. You will see a list of words with a # sign next to it. Those are the frames. Click on one and wait 2-3 seconds, sometimes longer because there is a lot of lag. The app will display the frame on your mobile device.",2,False,thenotoriousong,How to Make it Work,us
110,2020-12-24 02:39:18,"I think the app works relatively fine. 

What really bugs me is that I can’t use it as a proper prototype app while designing. Because when I need to make a change in something, I change the frame from the design screen to something else. Say, I go to the frame with all my components.

But then this components frame appears in the app! I don’t need that. I’d like the prototype to stay there always, so they could be disconnected from what I’m pointing at on my computer vs what’s opened in the app.",3,False,Igor Lanko,"Alright, but prototype only mode would be nice",us
111,2021-06-22 21:43:22,"Overall it’s a disappointing app relative to the high quality of the Figma platform itself. At various random points throughout a prototype, it will crash and go to the default “Select a frame…” screen or just freeze on a black screen entirely. Given that the platform is web hosted as is, I would hope that the Figma team is focused on making this a more robust app that, firstly, doesn’t have to rely on the desktop at all and, secondly, doesn’t bug out unpredictably.",2,False,vxm5091,Very unstable,us
112,2019-05-03 21:58:09,"I have no idea why others are having a bad experience but I’m guessing that they don’t read instructions. It’s very simple to use and  responsive. I’ll occasionally select a hot spot and the transition lags for a second or two before responding. I’d give it 5 stars otherwise but I’m really splitting hairs here.

I’ve never experienced a crash and trust it enough to use during prototype demos at work.

If you lack the skills or the wherewithal to read instructions:

1. Sign in to your app in both your mobile device and desktop with the same sign in credentials.
2. Select the first frame in your prototype on your desktop.
3. The prototype syncs to your mobile device in seconds.",4,False,Tonebot,"Works great, occasionally slow",us
113,2020-11-16 23:47:57,"I used this to run the prototype feature here and see what it’s like with my phone. 

only negative is that it’s very bad with directions at first. Overall great.

The reason it didn’t get 5 stars is because I would like to share this with someone. But instead the only way to do it. Will have to be to make another account and then have the person log into the account and see it that way. Very inconvenient.",3,False,The_osc,This was good for me.,us
114,2020-05-22 17:03:52,"After logging in via SSO I get to a screen warning me about cellular data with exactly one option: Log out. 

Super useful. I get to just log in and log out all day. 

This log out functionality was really well executed though. The button is a pretty blue color and when you press on it it logs you out. So 100% of the accessible functionality of the app works well.  I was however hoping to maybe, ya know, actually look at and possibly even edit a figma diagram.  I guess I set my expectations too high. I’m so spoiled.",1,False,JayEskandarian,Awesome. My only option is to log out. Great app.,us
115,2021-03-04 17:06:35,"😤 You can’t save prototypes to your device, so you have to be connected the internet at all times.

😔  If you navigate away from the app, Figma will ‘forget’ the screen you were just on and make you start over by selecting the screen on the desktop app. This means you can’t step away from your computer and test a prototype at any time. 

I love the Figma desktop app and hope they plan on making this one just as awesome soon. Until then, I’d recommend using Marvel or InVision.",1,False,A trusted patron,I really wanted to like this,us
116,2019-12-11 05:41:04,"FIGMA is great tool. We all know it have and it will have a lot to offer. The app may be not the best ( i havent encountered any issue , but i guess others do ) ... but I do believe at one point developers will focus on the mobile app and make it totally worth it ( im sure I will be even able to design on my phone ) 
Keep up the good job ;) <3",5,False,paulieant,FIGMA IS THE BOSS,us
117,2021-01-08 17:46:33,"I design for iPhone 8 ratio, but preview on my iPhone X. Unfortunately there is no option to scale to fit, and the app doesn’t handle the different aspect ratios properly, instead showing my image oversized with scrolling. It’s impossible to judge element sizing. 

I’m left to I save my images to Google drive and view through that iPhone app. 

Would love to use this, if they would ever add a little more functionality. This is a pretty basic use case.",2,False,Travisschau,"Connects easily, but useless",us
